user,item,rating
8,102,2.35
10,185,2.03
40,76,2.27
56,957,2.13
70,94,2.29
80,981,1.79
81,218,2.45
83,47,2.1
87,996,1.84
98,1023,2.63
109,332,1.76
112,129,2.51
116,6,1.71
120,756,2.28
121,444,1.81
124,845,1.98
128,57,3.12
133,263,2.37
2,18,1.76
24,529,2.75
31,22,1.87
39,425,2.41
49,499,2.32
50,169,1.73
66,590,2.53
77,6,1.4
91,6,2.92
92,1007,2.31
93,23,2.62
101,1027,2.22
106,1044,2.95
110,319,2.42
117,1067,2.56
123,172,1.76
129,400,1.71
137,835,2.05
21,284,1.39
22,308,2.42
25,340,1.19
43,975,2.09
52,511,2.61
53,929,2.06
55,937,1.89
61,944,2.43
62,949,2.22
69,1017,1.79
71,503,2.09
74,971,2.21
89,722,2.52
107,67,2.2
111,693,1.93
119,801,1.91
122,43,2.0
138,397,1.8
3,18,2.16
33,383,1.84
64,475,1.92
67,605,2.25
68,612,2.28
72,968,1.99
78,672,2.17
84,989,1.39
88,1000,1.53
94,22,2.2
99,22,2.56
100,646,2.3
103,1029,2.17
115,123,2.49
126,8,2.2
131,195,1.64
134,1057,2.58
29,904,2.13
30,456,2.16
32,906,1.83
38,422,1.89
48,350,2.8
79,547,2.57
85,993,2.28
86,994,1.39
90,1024,2.52
95,1010,2.46
102,175,2.41
105,1032,1.68
108,329,1.75
113,1042,1.91
135,854,1.32
136,1062,1.8
