user,item,rating
3,6,2.12
11,9,2.18
13,891,1.8
13,96,1.8
16,76,2.01
20,1054,2.0
22,308,2.42
23,280,1.69
26,58,3.13
27,18,2.2
34,22,2.02
36,914,1.78
60,953,1.87
63,71,1.99
64,276,1.72
66,590,2.53
67,605,2.25
80,13,2.21
82,265,1.3
88,71,1.99
99,22,2.56
101,1025,2.38
106,1044,2.95
111,491,1.66
121,763,1.66
123,206,2.04
126,456,2.3
10,887,1.8
25,340,1.19
29,903,1.81
30,78,1.71
35,71,2.36
44,276,2.14
47,71,2.14
49,498,2.61
51,291,1.67
52,513,2.46
53,931,2.27
59,18,3.04
68,612,2.28
70,94,2.29
71,965,2.13
79,974,2.72
86,704,2.0
91,1005,2.18
94,24,1.84
95,1013,1.79
100,747,2.45
117,390,2.79
128,1052,3.02
129,400,1.71
136,1061,2.07
138,1069,1.8
4,28,2.15
5,18,2.37
7,58,2.15
14,939,1.53
18,26,2.41
19,290,2.8
24,456,1.81
28,343,2.18
41,6,1.86
42,195,1.08
43,978,2.08
45,22,2.81
46,983,2.54
74,226,2.39
87,996,1.84
90,1024,2.52
92,70,1.8
93,329,2.37
97,168,1.79
103,22,2.59
113,19,1.68
120,757,2.26
122,43,2.0
135,854,1.32
2,238,1.73
12,195,1.43
21,898,1.75
31,8,1.95
32,905,1.14
33,910,2.07
37,24,2.06
37,731,1.9
50,925,2.58
56,938,2.02
57,195,1.38
61,942,2.53
72,967,2.64
75,172,2.22
76,195,1.14
77,75,1.52
81,71,1.81
89,725,2.69
102,23,2.38
105,596,2.08
110,1035,2.32
112,180,2.23
118,195,0.92
119,1,1.56
131,810,1.82
133,263,2.37
1,22,2.02
1,47,2.29
8,83,2.36
9,447,2.05
38,414,2.17
39,917,1.69
40,76,2.27
48,922,2.19
55,935,1.53
62,949,2.22
69,1018,1.61
73,8,1.54
78,133,2.27
83,690,2.45
84,989,1.39
85,993,2.28
98,1020,2.77
107,329,1.75
108,67,2.15
109,799,1.55
115,66,2.83
116,60,2.03
124,845,1.98
125,405,2.74
134,1057,2.58
137,218,2.11
