user,item,rating
14,940,1.82
23,280,1.69
29,324,1.55
40,919,2.46
51,9,2.87
60,953,1.87
61,944,2.43
64,575,2.34
68,961,2.25
76,8,2.64
79,433,1.43
81,217,1.83
85,993,2.28
90,1024,2.52
93,24,3.04
99,305,2.09
101,1025,2.38
103,1028,2.45
108,67,2.15
109,119,2.26
110,319,2.42
112,129,2.51
115,813,2.23
116,524,1.89
126,48,1.64
129,214,2.81
1,934,2.04
1,22,2.02
2,238,1.73
7,889,1.73
12,18,2.53
22,900,2.15
26,908,3.01
27,195,1.62
35,71,2.36
38,413,2.02
42,487,1.72
45,125,2.74
48,350,2.8
50,925,2.58
56,955,2.74
59,117,2.1
70,643,2.19
75,665,2.41
80,13,2.21
95,1011,1.84
100,8,1.57
102,23,2.38
121,22,2.31
122,772,2.15
123,206,2.04
124,832,1.7
131,42,2.52
16,290,2.12
20,53,1.75
30,1038,2.48
32,368,1.76
36,914,1.78
43,973,1.79
44,8,2.58
46,983,2.54
49,495,2.29
53,931,2.27
57,195,1.38
63,175,1.82
66,547,2.11
71,965,2.13
73,6,2.12
78,671,2.39
84,989,1.39
86,995,1.96
87,713,1.1
88,71,1.99
94,18,1.89
106,1045,2.39
135,854,1.32
137,835,2.05
138,1070,1.8
3,18,2.16
4,172,2.17
9,80,2.49
11,888,2.13
13,96,1.8
13,1015,1.8
25,338,1.96
31,453,2.01
34,351,1.56
37,915,2.14
37,1072,1.73
39,13,1.97
41,195,1.64
47,47,2.11
52,22,2.23
67,603,2.52
72,578,2.55
77,290,2.09
83,47,2.1
89,724,2.44
91,6,2.92
92,274,1.57
98,1021,2.54
118,543,2.1
119,1,1.56
128,1051,2.91
5,18,2.37
8,81,2.06
10,885,1.5
18,892,1.6
19,8,2.12
21,18,2.57
24,901,2.15
28,523,1.61
33,910,2.07
55,937,1.89
62,951,1.51
69,1017,1.79
74,972,2.11
82,175,1.36
97,168,1.79
105,453,1.89
107,13,1.25
111,180,1.9
113,1039,2.07
117,1067,2.56
120,756,2.28
125,22,1.84
133,53,2.38
134,1055,2.0
136,1062,1.8
