user,item,rating
3,18,2.16
10,886,2.02
21,18,2.57
30,456,2.16
33,909,1.73
64,172,2.64
67,602,1.84
83,982,2.01
84,988,2.3
93,24,3.04
95,1013,1.79
98,1022,1.72
111,693,1.93
115,812,2.45
116,6,1.71
133,53,2.38
134,86,2.17
8,83,2.36
48,291,1.81
55,937,1.89
66,586,1.77
74,436,2.0
88,999,2.15
89,722,2.52
92,456,2.14
101,1026,1.91
102,267,2.42
105,13,1.65
108,67,2.15
122,43,2.0
123,777,2.42
124,830,1.95
128,540,1.87
136,1062,1.8
138,878,1.8
22,310,1.91
25,341,1.92
53,932,2.34
56,957,2.13
61,944,2.43
68,958,2.3
71,963,2.09
79,547,2.57
81,217,1.83
94,172,1.76
103,22,2.59
107,13,1.25
110,141,1.14
120,757,2.26
126,456,2.3
131,42,2.52
135,58,2.28
137,218,2.11
24,901,2.15
32,907,2.46
49,499,2.32
62,948,0.94
69,1018,1.61
70,970,2.38
72,968,1.99
77,290,2.09
78,668,1.49
80,13,2.21
85,990,1.67
86,293,2.83
87,997,1.44
90,1048,2.1
99,26,2.93
100,647,2.07
119,873,2.04
2,726,2.02
29,324,1.55
31,22,1.87
38,412,1.83
39,16,2.01
40,919,2.46
43,142,2.48
50,925,2.58
52,22,2.23
91,1005,2.18
106,1044,2.95
109,799,1.55
112,129,2.51
113,1040,1.99
117,1066,2.38
121,444,1.81
129,400,1.71
