user,item,rating
30,456,2.16
32,369,1.95
39,917,1.69
52,511,2.61
61,946,3.04
62,951,1.51
66,226,2.3
68,959,2.27
72,578,2.55
92,456,2.14
94,172,1.76
98,1020,2.77
99,26,2.93
101,389,1.85
102,175,2.41
108,759,1.73
113,19,1.68
128,1052,3.02
2,356,1.74
21,284,1.39
29,324,1.55
49,924,1.49
55,937,1.89
71,965,2.13
83,109,2.28
85,993,2.28
87,996,1.84
90,682,2.39
105,453,1.89
106,1043,2.07
107,13,1.25
120,292,2.19
121,769,1.84
126,8,2.2
133,843,1.59
137,835,2.05
3,46,1.93
10,886,2.02
24,901,2.15
25,336,1.63
43,142,2.48
48,291,1.81
53,932,2.34
56,954,2.37
64,276,1.72
74,453,2.17
77,26,2.02
79,976,2.35
81,563,1.71
86,293,2.83
89,724,2.44
111,447,2.45
112,491,1.51
124,828,1.67
22,900,2.15
33,383,1.84
40,919,2.46
67,602,1.84
69,1016,2.03
78,668,1.49
80,981,1.79
84,986,1.8
91,6,2.92
109,799,1.55
116,6,1.71
117,1066,2.38
119,801,1.91
123,1030,1.93
129,210,2.28
134,85,2.58
136,1061,2.07
8,125,2.34
31,235,1.56
38,422,1.89
50,23,2.63
70,638,2.39
88,71,1.99
93,523,1.92
95,1010,2.46
100,747,2.45
103,443,2.23
110,459,2.25
115,812,2.45
122,381,2.14
131,195,1.64
135,58,2.28
138,1070,1.8
