user,item,rating
8,83,2.36
19,175,2.44
24,456,1.81
34,195,1.53
36,915,2.11
40,262,2.51
42,117,1.37
44,8,2.58
45,8,1.08
47,71,2.14
48,291,1.81
49,497,2.54
55,330,2.15
56,955,2.74
62,952,1.48
64,172,2.64
71,965,2.13
75,18,2.32
78,668,1.49
100,172,1.95
102,267,2.42
107,13,1.25
113,1041,1.91
120,292,2.19
126,5,1.79
129,210,2.28
7,24,1.89
9,80,2.49
12,195,1.43
13,180,2.22
13,447,2.25
20,53,1.75
33,302,1.99
35,234,2.89
41,71,1.79
43,973,1.79
46,388,2.89
51,140,1.79
53,931,2.27
73,8,1.54
81,22,1.5
82,278,1.38
90,682,2.39
91,1004,2.34
92,456,2.14
98,1023,2.63
99,782,2.27
112,491,1.51
115,123,2.49
116,60,2.03
118,481,1.63
136,1063,2.0
138,397,1.8
3,46,1.93
16,76,2.01
18,894,1.75
22,310,1.91
27,18,2.2
28,343,2.18
30,22,2.36
31,235,1.56
60,195,1.19
67,601,2.03
79,976,2.35
83,109,2.28
87,713,1.1
88,999,2.15
93,23,2.62
97,746,1.8
106,1044,2.95
108,759,1.73
111,491,1.66
117,1066,2.38
119,801,1.91
125,405,2.74
128,57,3.12
133,235,2.65
134,1057,2.58
1,725,2.52
1,126,2.44
4,42,1.98
5,18,2.37
10,887,1.8
11,66,2.96
14,940,1.82
25,336,1.63
26,9,2.8
39,917,1.69
61,943,2.45
66,586,1.77
72,966,2.09
76,456,1.32
77,75,1.52
80,981,1.79
85,993,2.28
86,24,2.39
89,724,2.44
109,82,1.57
122,771,2.44
123,203,2.22
124,832,1.7
131,550,1.56
135,1060,2.76
2,18,1.76
21,283,1.42
23,67,1.97
29,346,2.05
32,906,1.83
37,914,1.91
37,24,2.06
38,412,1.83
50,569,1.45
52,513,2.46
57,529,2.32
59,18,3.04
63,808,2.06
68,958,2.3
69,1017,1.79
70,638,2.39
74,436,2.0
84,988,2.3
94,18,1.89
95,1010,2.46
101,953,2.02
103,1029,2.17
105,1032,1.68
110,1035,2.32
121,769,1.84
137,835,2.05
