user,item,rating
11,24,2.75
20,86,2.5
26,9,2.8
36,731,2.12
37,265,2.09
37,915,2.14
42,117,1.37
43,973,1.79
45,8,1.08
46,55,2.26
55,330,2.15
56,954,2.37
62,948,0.94
68,961,2.25
72,969,2.75
75,18,2.32
79,433,1.43
82,175,1.36
87,706,1.7
91,6,2.92
92,1007,2.31
95,1011,1.84
97,168,1.79
110,1034,2.18
126,8,2.2
128,540,1.87
133,843,1.59
5,18,2.37
9,70,2.31
16,195,1.46
18,895,1.78
23,329,1.79
27,195,1.62
38,275,2.18
40,918,2.56
47,47,2.11
51,291,1.67
67,601,2.03
69,1014,1.86
83,47,2.1
86,24,2.39
90,1024,2.52
99,22,2.56
102,175,2.41
103,22,2.59
106,1046,2.45
107,56,1.48
109,799,1.55
118,480,1.72
120,756,2.28
134,86,2.17
136,1065,1.48
2,238,1.73
4,42,1.98
8,83,2.36
12,529,3.37
21,284,1.39
25,340,1.19
35,71,2.36
39,425,2.41
50,23,2.63
52,513,2.46
57,28,2.52
63,175,1.82
64,575,2.34
66,226,2.3
70,94,2.29
73,6,2.12
76,290,2.15
85,990,1.67
88,71,1.99
89,724,2.44
105,13,1.65
113,1039,2.07
123,203,2.22
131,8,1.65
135,58,2.28
3,43,1.53
7,889,1.73
24,529,2.75
28,195,1.55
29,326,1.82
31,453,2.01
33,909,1.73
34,168,2.04
49,924,1.49
53,929,2.06
59,117,2.1
60,953,1.87
61,943,2.45
71,963,2.09
74,436,2.0
77,75,1.52
81,563,1.71
84,989,1.39
101,953,2.02
108,329,1.75
117,390,2.79
119,873,2.04
121,444,1.81
122,771,2.44
124,831,2.31
1,725,2.52
1,47,2.29
10,885,1.5
13,447,2.25
13,18,1.8
14,939,1.53
19,767,1.74
22,900,2.15
30,364,2.61
32,905,1.14
41,23,2.41
44,8,2.58
48,291,1.81
78,133,2.27
80,13,2.21
93,523,1.92
94,18,1.89
98,1020,2.77
100,647,2.07
111,180,1.9
112,180,2.23
115,813,2.23
116,6,1.71
125,22,1.84
129,811,2.51
137,1068,1.78
138,1070,1.8
