user,item,rating
4,172,2.17
8,83,2.36
12,529,3.37
23,67,1.97
26,9,2.8
29,346,2.05
31,8,1.95
34,195,1.53
39,428,1.83
41,23,2.41
52,511,2.61
55,937,1.89
68,958,2.3
70,970,2.38
71,503,2.09
72,966,2.09
74,453,2.17
75,665,2.41
89,268,2.33
93,523,1.92
99,26,2.93
113,1040,1.99
116,6,1.71
128,1053,1.83
133,53,2.38
134,86,2.17
13,18,1.8
13,96,1.8
14,940,1.82
18,892,1.6
20,453,1.39
21,898,1.75
25,338,1.96
30,22,2.36
36,915,2.11
42,117,1.37
45,125,2.74
49,495,2.29
51,140,1.79
59,24,2.41
62,952,1.48
63,175,1.82
80,13,2.21
83,47,2.1
88,1000,1.53
92,456,2.14
98,1020,2.77
105,1032,1.68
120,755,2.41
122,770,1.98
129,210,2.28
131,550,1.56
138,1069,1.8
2,18,1.76
3,18,2.16
5,896,2.47
7,58,2.15
10,887,1.8
19,290,2.8
24,456,1.81
28,18,2.54
35,913,2.89
37,731,1.9
37,133,1.92
46,984,3.11
48,922,2.19
50,926,2.29
61,943,2.45
67,604,2.28
77,290,2.09
81,71,1.81
82,195,1.15
84,278,2.35
97,1031,1.65
100,647,2.07
106,1046,2.45
107,13,1.25
110,1034,2.18
111,447,2.45
11,9,2.18
16,902,2.71
27,195,1.62
32,906,1.83
38,414,2.17
40,76,2.27
47,22,1.5
53,928,1.87
56,957,2.13
57,28,2.52
76,290,2.15
79,433,1.43
87,706,1.7
90,682,2.39
95,1013,1.79
108,759,1.73
112,693,1.96
115,122,2.66
118,480,1.72
119,1,1.56
125,1037,2.33
126,8,2.2
135,854,1.32
136,1061,2.07
1,22,2.02
1,128,1.27
9,70,2.31
22,899,1.97
33,910,2.07
43,142,2.48
44,349,2.4
60,23,2.12
64,276,1.72
66,597,2.68
69,1016,2.03
73,8,1.54
78,668,1.49
85,697,2.13
86,995,1.96
91,1005,2.18
94,24,1.84
101,1027,2.22
102,175,2.41
103,22,2.59
109,82,1.57
117,454,2.25
121,125,2.01
123,172,1.76
124,831,2.31
137,290,1.71
