user,item,rating
2,356,1.74
3,46,1.93
9,29,2.89
19,175,2.44
27,195,1.62
28,18,2.54
29,903,1.81
30,456,2.16
36,24,2.12
44,195,1.62
51,291,1.67
53,930,1.98
57,8,1.77
63,808,2.06
71,963,2.09
72,578,2.55
83,47,2.1
86,995,1.96
87,714,1.05
91,6,2.92
112,129,2.51
116,60,2.03
117,390,2.79
124,828,1.67
134,86,2.17
137,290,1.71
22,900,2.15
25,340,1.19
34,351,1.56
38,916,2.45
40,76,2.27
56,955,2.74
60,71,1.93
61,944,2.43
69,1018,1.61
74,226,2.39
76,195,1.14
77,75,1.52
79,433,1.43
89,723,2.68
92,1006,2.2
93,329,2.37
99,782,2.27
105,1032,1.68
110,141,1.14
111,129,2.32
115,813,2.23
120,757,2.26
121,444,1.81
126,290,2.24
128,57,3.12
135,58,2.28
4,28,2.15
5,18,2.37
8,458,1.6
13,180,2.22
13,1015,1.8
16,76,2.01
20,53,1.75
33,302,1.99
35,912,2.11
41,6,1.86
46,984,3.11
48,922,2.19
52,513,2.46
59,117,2.1
66,597,2.68
68,612,2.28
73,267,2.11
78,671,2.39
81,22,1.5
101,1027,2.22
102,23,2.38
109,795,1.87
113,1039,2.07
122,381,2.14
131,550,1.56
133,53,2.38
14,195,1.66
18,895,1.78
21,897,1.84
24,901,2.15
31,117,1.74
37,24,2.06
37,195,1.81
39,16,2.01
47,175,2.26
49,924,1.49
50,925,2.58
62,947,1.91
75,22,2.42
80,13,2.21
82,265,1.3
84,987,1.88
90,1049,2.28
94,24,1.84
95,1010,2.46
97,746,1.8
106,1044,2.95
123,206,2.04
129,811,2.51
136,1062,1.8
138,878,1.8
1,127,1.86
1,126,2.44
7,889,1.73
10,884,1.63
11,195,1.41
12,18,2.53
23,329,1.79
26,58,3.13
32,907,2.46
42,117,1.37
43,978,2.08
45,172,2.11
55,936,1.83
64,575,2.34
67,603,2.52
70,86,2.66
85,991,2.06
88,999,2.15
98,1021,2.54
100,747,2.45
103,1029,2.17
107,329,1.75
108,329,1.75
118,481,1.63
119,873,2.04
125,447,2.37
