user,item,rating
22,900,2.15
53,929,2.06
55,330,2.15
61,946,3.04
70,638,2.39
74,226,2.39
77,75,1.52
78,672,2.17
80,979,2.7
86,293,2.83
87,996,1.84
93,329,2.37
98,1022,1.72
106,1046,2.45
113,19,1.68
122,381,2.14
123,1030,1.93
136,1062,1.8
2,238,1.73
8,102,2.35
10,185,2.03
32,369,1.95
56,957,2.13
64,18,2.87
72,967,2.64
85,697,2.13
91,1002,2.03
94,18,1.89
101,953,2.02
105,596,2.08
107,56,1.48
109,82,1.57
124,830,1.95
128,1051,2.91
129,210,2.28
3,43,1.53
21,18,2.57
29,324,1.55
31,235,1.56
43,141,1.59
49,497,2.54
52,511,2.61
69,1017,1.79
71,965,2.13
90,1048,2.1
99,782,2.27
100,647,2.07
102,175,2.41
103,1028,2.45
119,801,1.91
133,843,1.59
134,1055,2.0
138,397,1.8
24,529,2.75
30,1038,2.48
38,413,2.02
40,168,2.24
48,923,2.02
50,925,2.58
62,947,1.91
66,547,2.11
67,605,2.25
81,71,1.81
83,690,2.45
95,1009,1.98
108,13,1.59
111,129,2.32
116,524,1.89
117,390,2.79
131,550,1.56
25,341,1.92
33,383,1.84
39,16,2.01
68,612,2.28
79,547,2.57
84,986,1.8
88,998,2.49
89,722,2.52
92,1006,2.2
110,1034,2.18
112,129,2.51
115,66,2.83
120,756,2.28
121,769,1.84
126,48,1.64
135,854,1.32
137,290,1.71
