user,item,rating
5,18,2.37
16,76,2.01
20,1054,2.0
30,456,2.16
34,351,1.56
37,195,1.81
37,24,2.06
39,425,2.41
41,23,2.41
45,47,2.97
51,291,1.67
53,932,2.34
60,195,1.19
61,944,2.43
69,1014,1.86
74,971,2.21
79,974,2.72
80,980,1.99
89,724,2.44
91,1004,2.34
93,47,2.69
95,1013,1.79
108,759,1.73
116,527,2.04
117,1067,2.56
118,31,1.62
128,1053,1.83
1,22,2.02
1,128,1.27
2,18,1.76
7,890,1.36
8,81,2.06
12,22,2.26
14,939,1.53
22,900,2.15
28,195,1.55
31,453,2.01
32,907,2.46
43,141,1.59
47,22,1.5
64,475,1.92
66,597,2.68
77,290,2.09
78,668,1.49
83,982,2.01
85,697,2.13
94,1008,1.94
97,202,1.56
99,26,2.93
106,1043,2.07
119,874,1.91
121,769,1.84
135,1058,2.57
138,397,1.8
3,6,2.12
4,28,2.15
10,884,1.63
11,24,2.75
18,895,1.78
19,8,2.12
23,18,2.34
40,919,2.46
48,291,1.81
52,513,2.46
59,175,1.8
67,605,2.25
72,967,2.64
76,8,2.64
81,22,1.5
100,647,2.07
102,543,2.22
103,22,2.59
110,141,1.14
120,755,2.41
124,832,1.7
126,290,2.24
129,811,2.51
134,86,2.17
9,29,2.89
21,897,1.84
24,529,2.75
26,374,3.0
27,8,1.75
29,324,1.55
33,909,1.73
35,234,2.89
38,413,2.02
50,169,1.73
57,739,2.55
68,959,2.27
71,964,1.72
82,195,1.15
84,987,1.88
86,293,2.83
88,999,2.15
90,1024,2.52
105,453,1.89
107,67,2.2
113,1039,2.07
115,123,2.49
123,777,2.42
125,405,2.74
131,195,1.64
13,447,2.25
13,129,2.18
25,336,1.63
36,278,2.11
42,487,1.72
44,195,1.62
46,388,2.89
49,497,2.54
55,330,2.15
56,957,2.13
62,949,2.22
63,950,1.99
70,86,2.66
73,8,1.54
75,665,2.41
87,706,1.7
92,274,1.57
98,1022,1.72
101,1025,2.38
109,795,1.87
111,129,2.32
112,129,2.51
122,43,2.0
133,263,2.37
136,1062,1.8
137,835,2.05
