user,item,rating
2,238,1.73
29,904,2.13
38,275,2.18
43,142,2.48
49,498,2.61
55,936,1.83
56,955,2.74
62,951,1.51
71,963,2.09
87,996,1.84
98,1021,2.54
107,759,2.02
110,1035,2.32
115,813,2.23
121,444,1.81
122,771,2.44
133,843,1.59
3,46,1.93
24,18,2.14
53,932,2.34
61,945,2.39
69,1018,1.61
78,671,2.39
86,704,2.0
90,1024,2.52
95,1009,1.98
99,305,2.09
102,265,2.13
105,1032,1.68
113,1040,1.99
117,1067,2.56
124,828,1.67
131,810,1.82
134,85,2.58
136,1061,2.07
21,898,1.75
22,900,2.15
30,22,2.36
32,906,1.83
64,475,1.92
79,976,2.35
80,980,1.99
81,217,1.83
83,982,2.01
91,1003,2.57
93,24,3.04
100,8,1.57
106,1045,2.39
109,119,2.26
112,447,2.59
120,292,2.19
123,172,1.76
128,1053,1.83
25,336,1.63
39,425,2.41
48,922,2.19
50,926,2.29
52,513,2.46
68,960,2.14
72,578,2.55
74,436,2.0
77,290,2.09
85,991,2.06
88,1000,1.53
101,953,2.02
119,1033,1.66
126,8,2.2
129,811,2.51
137,835,2.05
138,1070,1.8
8,81,2.06
10,185,2.03
31,235,1.56
33,909,1.73
40,76,2.27
66,547,2.11
67,603,2.52
70,86,2.66
84,987,1.88
89,724,2.44
92,70,1.8
94,172,1.76
103,762,2.99
108,56,1.89
111,693,1.93
116,527,2.04
135,1059,1.99
