user,item,rating
10,885,1.5
12,195,1.43
18,895,1.78
22,900,2.15
27,18,2.2
29,324,1.55
46,983,2.54
47,22,1.5
50,926,2.29
52,513,2.46
56,955,2.74
60,22,2.79
61,946,3.04
78,668,1.49
82,278,1.38
87,997,1.44
99,26,2.93
103,1028,2.45
109,119,2.26
118,543,2.1
120,756,2.28
122,772,2.15
125,1037,2.33
131,810,1.82
134,85,2.58
138,1071,1.8
3,43,1.53
4,42,1.98
14,941,2.27
16,76,2.01
19,290,2.8
21,897,1.84
24,901,2.15
25,336,1.63
32,906,1.83
35,234,2.89
39,428,1.83
55,936,1.83
70,94,2.29
73,55,2.26
74,972,2.11
85,991,2.06
86,994,1.39
90,1050,2.19
98,1023,2.63
108,13,1.59
111,447,2.45
112,491,1.51
115,66,2.83
116,524,1.89
129,400,1.71
136,1063,2.0
2,356,1.74
20,53,1.75
23,67,1.97
31,22,1.87
36,24,2.12
37,914,1.91
37,24,2.06
38,275,2.18
41,195,1.64
51,291,1.67
53,930,1.98
64,18,2.87
67,601,2.03
76,195,1.14
84,987,1.88
88,998,2.49
91,1002,2.03
101,1026,1.91
105,452,1.96
106,1045,2.39
121,444,1.81
123,777,2.42
124,832,1.7
128,1053,1.83
137,1068,1.78
5,86,2.42
8,102,2.35
11,24,2.75
13,24,1.8
13,129,2.18
26,2,3.17
30,22,2.36
33,302,1.99
43,975,2.09
48,923,2.02
49,497,2.54
57,195,1.38
59,76,1.45
75,664,2.08
77,75,1.52
80,198,2.22
89,268,2.33
92,456,2.14
93,523,1.92
94,24,1.84
102,23,2.38
110,319,2.42
113,19,1.68
117,1067,2.56
133,843,1.59
135,854,1.32
1,934,2.04
1,128,1.27
7,890,1.36
9,883,1.68
28,523,1.61
34,22,2.02
40,919,2.46
42,117,1.37
44,642,1.61
45,8,1.08
62,948,0.94
63,950,1.99
66,586,1.77
68,960,2.14
69,1018,1.61
71,503,2.09
72,966,2.09
79,547,2.57
81,218,2.45
83,47,2.1
95,1012,2.36
97,202,1.56
100,8,1.57
107,759,2.02
119,873,2.04
126,48,1.64
