user,item,rating
3,28,1.97
4,172,2.17
7,890,1.36
8,125,2.34
11,24,2.75
29,326,1.82
35,912,2.11
36,915,2.11
37,278,1.96
37,265,2.09
41,6,1.86
43,975,2.09
56,957,2.13
63,71,1.99
71,962,1.78
84,987,1.88
86,24,2.39
90,1050,2.19
94,1008,1.94
98,1019,2.32
105,596,2.08
106,1046,2.45
112,129,2.51
120,755,2.41
123,172,1.76
134,1055,2.0
1,47,2.29
1,934,2.04
2,356,1.74
5,896,2.47
12,195,1.43
14,195,1.66
20,1054,2.0
23,53,2.27
25,340,1.19
38,422,1.89
40,76,2.27
48,447,2.5
52,511,2.61
53,932,2.34
60,71,1.93
75,18,2.32
89,268,2.33
91,6,2.92
100,647,2.07
107,67,2.2
116,524,1.89
118,195,0.92
119,1033,1.66
128,1053,1.83
129,214,2.81
135,1058,2.57
137,343,2.12
9,883,1.68
27,126,1.97
28,195,1.55
34,195,1.53
44,642,1.61
49,495,2.29
55,330,2.15
59,76,1.45
61,943,2.45
68,959,2.27
69,1018,1.61
78,671,2.39
81,563,1.71
85,992,2.22
93,24,3.04
97,58,1.92
99,22,2.56
103,443,2.23
110,319,2.42
111,447,2.45
115,66,2.83
117,1066,2.38
121,125,2.01
126,5,1.79
133,263,2.37
19,175,2.44
22,899,1.97
24,456,1.81
31,235,1.56
32,369,1.95
39,917,1.69
42,117,1.37
46,22,2.05
51,140,1.79
57,8,1.77
67,601,2.03
74,971,2.21
80,979,2.7
82,267,1.92
83,402,1.36
88,1001,1.69
92,70,1.8
95,1012,2.36
101,1026,1.91
102,265,2.13
109,82,1.57
113,1042,1.91
122,381,2.14
124,830,1.95
138,1070,1.8
10,886,2.02
13,18,1.8
13,491,1.56
16,290,2.12
18,893,2.37
21,18,2.57
26,908,3.01
30,22,2.36
33,381,2.3
45,8,1.08
47,22,1.5
50,169,1.73
62,951,1.51
64,575,2.34
66,226,2.3
70,643,2.19
72,968,1.99
73,6,2.12
76,8,2.64
77,290,2.09
79,977,2.21
87,714,1.05
108,759,1.73
125,1036,1.75
131,42,2.52
136,1061,2.07
