user,item,rating
5,8,2.83
8,81,2.06
12,216,3.05
13,491,1.56
13,693,1.87
18,26,2.41
20,844,1.4
22,120,1.57
27,18,2.2
30,78,1.71
39,428,1.83
46,55,2.26
73,8,1.54
74,226,2.39
75,172,2.22
78,672,2.17
94,18,1.89
99,26,2.93
105,453,1.89
107,56,1.48
108,329,1.75
122,381,2.14
129,214,2.81
133,53,2.38
134,1056,1.81
136,1062,1.8
138,1069,1.8
4,28,2.15
10,885,1.5
29,903,1.81
36,915,2.11
41,6,1.86
42,46,2.54
43,142,2.48
44,642,1.61
51,231,2.31
52,513,2.46
55,89,2.16
68,958,2.3
69,1017,1.79
81,563,1.71
84,278,2.35
90,1050,2.19
92,456,2.14
97,202,1.56
98,1022,1.72
100,172,1.95
102,267,2.42
113,1042,1.91
119,874,1.91
121,763,1.66
123,203,2.22
126,5,1.79
11,9,2.18
14,195,1.66
16,195,1.46
19,927,2.52
25,340,1.19
26,58,3.13
28,195,1.55
35,913,2.89
37,914,1.91
37,915,2.14
45,8,1.08
49,924,1.49
67,603,2.52
79,974,2.72
80,198,2.22
87,997,1.44
88,998,2.49
89,724,2.44
91,6,2.92
109,82,1.57
111,693,1.93
112,180,2.23
117,1066,2.38
124,831,2.31
131,550,1.56
135,58,2.28
3,28,1.97
7,58,2.15
9,29,2.89
21,898,1.75
23,67,1.97
24,209,1.8
33,302,1.99
38,422,1.89
47,53,1.86
48,350,2.8
50,569,1.45
53,932,2.34
56,957,2.13
64,276,1.72
66,226,2.3
70,86,2.66
83,982,2.01
85,990,1.67
101,1027,2.22
103,1028,2.45
110,141,1.14
118,195,0.92
120,757,2.26
128,1051,2.91
1,934,2.04
1,725,2.52
2,42,1.8
31,8,1.95
32,905,1.14
34,195,1.53
40,262,2.51
57,529,2.32
59,117,2.1
60,23,2.12
61,946,3.04
62,947,1.91
63,570,1.82
71,503,2.09
72,578,2.55
76,8,2.64
77,58,1.36
82,278,1.38
86,994,1.39
93,47,2.69
95,1010,2.46
106,1046,2.45
115,66,2.83
116,60,2.03
125,1037,2.33
137,1068,1.78
