user,item,rating
2,726,2.02
22,310,1.91
25,336,1.63
40,919,2.46
48,447,2.5
62,948,0.94
66,586,1.77
69,1016,2.03
71,965,2.13
74,436,2.0
83,982,2.01
88,1000,1.53
90,1050,2.19
94,172,1.76
120,755,2.41
134,85,2.58
136,1063,2.0
8,125,2.34
21,283,1.42
24,209,1.8
31,8,1.95
32,906,1.83
38,415,2.06
39,917,1.69
43,975,2.09
49,499,2.32
53,929,2.06
61,944,2.43
64,276,1.72
67,602,1.84
80,198,2.22
81,71,1.81
85,697,2.13
92,1007,2.31
123,206,2.04
3,43,1.53
50,925,2.58
70,94,2.29
86,293,2.83
87,997,1.44
91,6,2.92
93,47,2.69
101,1025,2.38
102,543,2.22
108,13,1.59
110,1034,2.18
112,491,1.51
115,813,2.23
117,1066,2.38
124,831,2.31
128,540,1.87
135,58,2.28
138,1070,1.8
10,185,2.03
29,324,1.55
30,364,2.61
33,909,1.73
52,508,2.37
56,955,2.74
84,988,2.3
89,268,2.33
98,1019,2.32
99,782,2.27
105,452,1.96
107,67,2.2
111,491,1.66
116,60,2.03
129,400,1.71
131,810,1.82
137,290,1.71
55,935,1.53
68,612,2.28
72,966,2.09
77,58,1.36
78,671,2.39
79,433,1.43
95,1012,2.36
100,646,2.3
103,762,2.99
106,1044,2.95
109,332,1.76
113,1042,1.91
119,801,1.91
121,22,2.31
122,770,1.98
126,290,2.24
133,843,1.59
