user,item,rating
24,18,2.14
27,126,1.97
31,8,1.95
35,913,2.89
38,422,1.89
41,6,1.86
43,973,1.79
45,8,1.08
48,447,2.5
63,570,1.82
72,967,2.64
81,218,2.45
82,175,1.36
83,47,2.1
90,1024,2.52
91,1005,2.18
92,70,1.8
93,23,2.62
106,1046,2.45
108,759,1.73
113,19,1.68
116,526,2.18
117,1067,2.56
118,31,1.62
120,755,2.41
122,772,2.15
2,726,2.02
9,211,1.88
11,888,2.13
13,447,2.25
13,129,2.18
19,290,2.8
26,908,3.01
33,910,2.07
34,51,2.24
49,497,2.54
50,23,2.63
51,140,1.79
52,511,2.61
66,226,2.3
71,503,2.09
73,8,1.54
75,22,2.42
84,278,2.35
85,697,2.13
89,268,2.33
94,22,2.2
100,172,1.95
103,443,2.23
121,125,2.01
124,828,1.67
131,8,1.65
134,1055,2.0
4,42,1.98
16,195,1.46
22,120,1.57
29,903,1.81
32,369,1.95
46,55,2.26
55,935,1.53
60,195,1.19
67,602,1.84
68,958,2.3
69,1014,1.86
70,643,2.19
80,979,2.7
88,999,2.15
97,1031,1.65
99,305,2.09
102,175,2.41
107,759,2.02
109,119,2.26
110,141,1.14
115,122,2.66
119,874,1.91
123,203,2.22
129,811,2.51
137,835,2.05
1,127,1.86
1,769,1.86
3,46,1.93
5,18,2.37
21,898,1.75
23,329,1.79
25,338,1.96
28,921,2.06
30,364,2.61
36,278,2.11
37,914,1.91
37,265,2.09
39,917,1.69
40,76,2.27
47,175,2.26
57,529,2.32
64,575,2.34
77,75,1.52
78,672,2.17
79,433,1.43
86,994,1.39
87,713,1.1
101,1026,1.91
112,693,1.96
125,405,2.74
136,1063,2.0
138,397,1.8
7,890,1.36
8,102,2.35
10,886,2.02
12,22,2.26
14,940,1.82
18,26,2.41
20,844,1.4
42,236,1.86
44,642,1.61
53,930,1.98
56,955,2.74
59,175,1.8
61,946,3.04
62,947,1.91
74,226,2.39
76,53,2.14
95,1011,1.84
98,1021,2.54
105,13,1.65
111,491,1.66
126,290,2.24
128,57,3.12
133,263,2.37
135,1059,1.99
