user,item,rating
11,24,2.75
18,895,1.78
19,767,1.74
24,18,2.14
26,374,3.0
30,22,2.36
39,13,1.97
50,925,2.58
51,9,2.87
52,508,2.37
70,86,2.66
72,578,2.55
75,664,2.08
78,132,2.09
79,974,2.72
84,987,1.88
93,24,3.04
108,13,1.59
110,1035,2.32
119,1033,1.66
121,769,1.84
122,770,1.98
125,405,2.74
129,811,2.51
131,8,1.65
134,85,2.58
1,128,1.27
1,933,1.69
5,86,2.42
9,211,1.88
12,195,1.43
27,18,2.2
31,8,1.95
45,125,2.74
46,22,2.05
47,53,1.86
48,447,2.5
49,497,2.54
59,117,2.1
62,951,1.51
63,950,1.99
67,602,1.84
68,958,2.3
77,6,1.4
80,979,2.7
91,1003,2.57
102,267,2.42
105,13,1.65
109,799,1.55
113,1041,1.91
116,524,1.89
118,481,1.63
128,1053,1.83
3,46,1.93
7,890,1.36
10,887,1.8
13,18,1.8
13,1015,1.8
21,898,1.75
25,341,1.92
32,905,1.14
34,168,2.04
38,415,2.06
43,141,1.59
55,935,1.53
56,957,2.13
57,529,2.32
60,22,2.79
69,1017,1.79
81,22,1.5
85,991,2.06
92,1007,2.31
94,172,1.76
99,26,2.93
103,1028,2.45
117,1067,2.56
123,206,2.04
133,53,2.38
138,1070,1.8
2,18,1.76
8,81,2.06
20,844,1.4
33,383,1.84
35,71,2.36
41,71,1.79
42,46,2.54
44,642,1.61
53,932,2.34
74,972,2.11
76,8,2.64
86,24,2.39
87,713,1.1
88,998,2.49
90,1049,2.28
97,202,1.56
98,1019,2.32
100,8,1.57
101,1026,1.91
106,1044,2.95
107,67,2.2
115,122,2.66
124,830,1.95
126,48,1.64
135,1059,1.99
4,28,2.15
14,941,2.27
16,902,2.71
22,310,1.91
23,329,1.79
28,343,2.18
29,324,1.55
36,195,1.82
37,24,2.06
37,914,1.91
40,262,2.51
61,942,2.53
64,475,1.92
66,547,2.11
71,962,1.78
73,6,2.12
82,195,1.15
83,690,2.45
89,268,2.33
95,1011,1.84
111,129,2.32
112,491,1.51
120,755,2.41
136,1065,1.48
137,1068,1.78
