user,item,rating
14,940,1.82
19,767,1.74
24,209,1.8
26,908,3.01
27,18,2.2
55,89,2.16
66,226,2.3
70,643,2.19
71,962,1.78
74,971,2.21
75,172,2.22
81,218,2.45
84,989,1.39
85,697,2.13
87,713,1.1
90,1048,2.1
94,1008,1.94
105,1032,1.68
113,1039,2.07
115,66,2.83
116,6,1.71
120,757,2.26
121,22,2.31
122,772,2.15
124,831,2.31
134,86,2.17
2,18,1.76
4,42,1.98
8,125,2.34
12,18,2.53
13,180,2.22
13,693,1.87
16,203,1.93
18,26,2.41
20,53,1.75
21,18,2.57
22,900,2.15
29,324,1.55
31,8,1.95
37,1072,1.73
37,914,1.91
41,6,1.86
43,973,1.79
60,22,2.79
67,604,2.28
69,1018,1.61
76,53,2.14
89,725,2.69
92,1006,2.2
93,24,3.04
100,646,2.3
117,390,2.79
118,481,1.63
137,343,2.12
1,933,1.69
1,127,1.86
3,43,1.53
5,85,2.9
7,24,1.89
33,910,2.07
34,351,1.56
35,911,1.91
36,731,2.12
38,422,1.89
39,425,2.41
45,125,2.74
46,983,2.54
51,291,1.67
68,958,2.3
78,668,1.49
83,47,2.1
86,24,2.39
91,6,2.92
98,1023,2.63
108,759,1.73
111,180,1.9
112,491,1.51
131,195,1.64
133,235,2.65
135,58,2.28
9,447,2.05
23,280,1.69
28,195,1.55
40,168,2.24
42,195,1.08
57,8,1.77
59,117,2.1
63,950,1.99
64,18,2.87
72,969,2.75
77,290,2.09
80,979,2.7
82,195,1.15
88,998,2.49
95,1012,2.36
99,782,2.27
101,389,1.85
102,267,2.42
103,22,2.59
119,1,1.56
125,405,2.74
126,48,1.64
128,540,1.87
136,1063,2.0
138,1069,1.8
10,185,2.03
11,9,2.18
25,339,1.88
30,78,1.71
32,905,1.14
44,8,2.58
47,175,2.26
48,922,2.19
49,499,2.32
50,569,1.45
52,22,2.23
53,930,1.98
56,938,2.02
61,942,2.53
62,949,2.22
73,55,2.26
79,547,2.57
97,1031,1.65
106,1044,2.95
107,329,1.75
109,799,1.55
110,1034,2.18
123,206,2.04
129,214,2.81
