user,item,rating
9,827,1.8
10,884,1.63
16,902,2.71
19,8,2.12
23,329,1.79
27,195,1.62
30,364,2.61
37,24,2.06
37,1072,1.73
55,935,1.53
56,938,2.02
59,175,1.8
76,290,2.15
84,989,1.39
87,996,1.84
93,329,2.37
94,22,2.2
97,58,1.92
98,1020,2.77
103,762,2.99
106,1045,2.39
107,13,1.25
110,1034,2.18
112,180,2.23
115,813,2.23
117,1066,2.38
125,1036,1.75
1,126,2.44
1,934,2.04
2,18,1.76
8,458,1.6
11,9,2.18
12,18,2.53
24,901,2.15
26,9,2.8
33,381,2.3
47,53,1.86
49,495,2.29
51,231,2.31
60,953,1.87
61,946,3.04
62,947,1.91
63,808,2.06
69,1014,1.86
70,638,2.39
75,172,2.22
82,195,1.15
111,180,1.9
113,1042,1.91
122,381,2.14
123,206,2.04
129,811,2.51
134,1056,1.81
137,835,2.05
4,70,1.42
7,889,1.73
13,96,1.8
13,24,1.8
32,905,1.14
34,51,2.24
41,23,2.41
43,975,2.09
45,22,2.81
48,291,1.81
52,508,2.37
57,195,1.38
64,276,1.72
73,55,2.26
81,563,1.71
89,725,2.69
92,1006,2.2
95,1011,1.84
100,747,2.45
101,953,2.02
118,543,2.1
119,1,1.56
128,1053,1.83
135,854,1.32
138,878,1.8
20,844,1.4
21,284,1.39
22,308,2.42
25,339,1.88
28,18,2.54
29,346,2.05
31,22,1.87
38,916,2.45
39,428,1.83
46,983,2.54
53,928,1.87
66,547,2.11
67,603,2.52
72,968,1.99
74,971,2.21
85,697,2.13
86,994,1.39
88,71,1.99
90,1024,2.52
99,58,2.39
108,759,1.73
116,527,2.04
126,8,2.2
131,195,1.64
136,1062,1.8
3,18,2.16
5,8,2.83
14,941,2.27
18,894,1.75
35,913,2.89
36,914,1.78
40,262,2.51
42,46,2.54
44,276,2.14
50,569,1.45
68,958,2.3
71,963,2.09
77,6,1.4
78,132,2.09
79,977,2.21
80,979,2.7
83,47,2.1
91,1003,2.57
102,175,2.41
105,453,1.89
109,82,1.57
120,757,2.26
121,444,1.81
124,832,1.7
133,53,2.38
